City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
258,Lorengau,PG,86.47,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
259,San Francisco,US,60.51,broken clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
262,Bredasdorp,ZA,59.29,moderate rain,-34.5322,20.0403,Bredasdorp Country Manor
265,Lazaro Cardenas,MX,77.97,overcast clouds,17.9583,-102.2,quinta antigua
267,Progreso,MX,75.65,clear sky,21.2833,-89.6667,Playa Linda Hotel
268,Conceicao Da Barra,BR,74.05,clear sky,-18.5933,-39.7322,Cricaré Praia Hotel
269,Gigmoto,PH,79.23,overcast clouds,13.7796,124.39,Cj's Travellers Inn
271,Champua,IN,64.53,overcast clouds,22.0833,85.6667,Rahul Nayak jaintgarh
272,Garowe,SO,66.61,clear sky,8.4054,48.4845,Curubo Hotel
274,Sinnamary,GF,76.84,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
276,Itarema,BR,81.14,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
277,Vung Tau,VN,76.48,overcast clouds,10.346,107.0843,Green hotel
278,Broome,US,42.82,overcast clouds,42.2506,-75.833,Chenango Valley State Park
280,Avarua,CK,80.65,light rain,-21.2078,-159.775,Paradise Inn
281,Pisco,PE,67.01,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
284,Mosquera,CO,57.29,few clouds,4.7059,-74.2302,Hotel SJ
285,Georgetown,MY,78.89,few clouds,5.4112,100.3354,Cititel Penang
286,Kilembe,UG,61.83,overcast clouds,0.2,30.0,Mbunga Community Campsite
288,Oktyabrskiy,RU,24.82,broken clouds,54.4815,53.471,Уязы-Тау гостиница
290,Castro,BR,63.09,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
291,Ixtapa,MX,72.36,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
292,Sitka,US,35.49,light rain,57.0531,-135.33,Westmark Sitka
293,Nouadhibou,MR,66.18,dust,20.931,-17.0347,El Medina
294,Cockburn Town,TC,80.44,few clouds,21.4612,-71.1419,Osprey Beach Hotel
295,Hobyo,SO,78.49,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
296,Hasaki,JP,50.4,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
297,Benjamin Constant,BR,77.13,overcast clouds,-4.3831,-70.0311,CASA AVALIADA
298,Jacareacanga,BR,73.72,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
300,Farafangana,MG,75.85,light rain,-22.8167,47.8333,Miarina
301,Sao Joao Da Barra,BR,75.2,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
303,Lata,PT,52.81,scattered clouds,40.1629,-8.3327,Casa Maquia
304,Manggar,ID,78.42,heavy intensity rain,-2.8833,108.2667,Guest Hotel
305,Ha Tinh,VN,63.7,scattered clouds,18.3333,105.9,Phú Quý
306,Manakara,MG,74.52,light rain,-22.1333,48.0167,La Residence Manakara
309,Seybaplaya,MX,74.08,clear sky,19.65,-90.6667,sala de fiesta san Rafael
312,Cap Malheureux,MU,77.49,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
316,Tuatapere,NZ,57.81,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
317,Cayenne,GF,78.1,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
319,Potchefstroom,ZA,59.59,scattered clouds,-26.7167,27.1,Melrose Place Guestrooms
320,Zhangye,CN,30.45,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
321,Mahebourg,MU,77.29,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
323,Nemuro,JP,37.83,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
324,Bubaque,GW,81.34,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
325,Ginir,ET,52.84,few clouds,7.1333,40.7,Sura Dare Village
327,Nuevo Progreso,MX,79.59,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
328,Bud,US,61.9,broken clouds,39.447,-86.1758,Ted McQuinn Trust
330,Barrhead,GB,34.84,scattered clouds,55.7992,-4.3929,The Gleniffer
331,Quatre Cocos,MU,77.11,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
332,Puerto Plata,DO,78.64,few clouds,19.7934,-70.6884,Tropical Junior Suite All-Incl Resort Puerto Plata
335,New Iberia,US,68.11,overcast clouds,30.0035,-91.8187,La Quinta Inn & Suites by Wyndham New Iberia
336,Bilma,NE,64.09,clear sky,18.6853,12.9164,Expeditions Ténére voyages
338,Praya,CV,72.14,clear sky,14.9215,-23.5087,LT Aparthotel
339,Mount Airy,US,54.66,overcast clouds,36.4993,-80.6073,Holiday Inn Express & Suites Mount Airy
340,Springdale,US,67.19,overcast clouds,36.1867,-94.1288,Springdale Inn
341,Nibe,DK,30.16,scattered clouds,56.9815,9.6392,Nibe Camping Rooms and Cottages
342,Upernavik,GL,26.22,overcast clouds,72.7868,-56.1549,Gina's Guesthouse - Upernavik
345,Petit Goave,HT,78.91,scattered clouds,18.4314,-72.8669,Imperial Suite International
346,Santo Domingo,DO,77.04,overcast clouds,18.5001,-69.9886,Cabañas City Heart
347,Betare Oya,CM,73.13,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
348,Rockland,US,45.48,overcast clouds,41.1668,-74.0496,National Camp Association
350,Meulaboh,ID,78.12,broken clouds,4.1363,96.1285,Kost Pria
351,Rabaul,PG,83.3,broken clouds,-4.1967,152.1721,Rabaul Hotel
352,Nola,IT,50.41,overcast clouds,40.922,14.5329,Villa Minieri Eventi
353,Yulara,AU,78.64,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
354,Torbay,CA,32.88,light shower snow,47.6666,-52.7314,Gallows Cove
355,Paita,PE,66.72,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
356,Kirakira,SB,80.13,overcast clouds,-10.4544,161.9205,SanBiz Lodge
357,Huzhou,CN,52.36,clear sky,30.8703,120.0933,Huzhou Plaza Hotel
358,Prince Rupert,CA,35.29,overcast clouds,54.3161,-130.3201,Crest Hotel
359,Mayo,US,51.13,clear sky,38.8876,-76.5119,Resorts Resource Group International
361,Isangel,VU,87.91,scattered clouds,-19.55,169.2667,Tanna Lodge
362,Kaitangata,NZ,54.93,broken clouds,-46.2817,169.8464,Kaitangata Motor Camp
364,Hami,CN,28.47,broken clouds,42.8,93.45,Laoyutang Resort
365,Da Lat,VN,60.55,overcast clouds,11.9465,108.4419,Khách Sạn Dragon King I
366,Victoria Point,AU,82.81,scattered clouds,-27.5833,153.3,Bay Retreat Motel
367,Chippewa Falls,US,33.98,overcast clouds,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
368,Sijunjung,ID,75.15,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
369,Ankazoabo,MG,74.37,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
370,Los Llanos De Aridane,ES,63.12,broken clouds,28.6585,-17.9182,Valle Aridane
375,Beira,MZ,75.29,clear sky,-19.8436,34.8389,Beira Terrace Hotel
376,Columbus,US,56.21,overcast clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
377,Sola,VU,84.87,light rain,-13.8833,167.55,Leumerus Bungalows
378,Itoman,JP,73.42,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
379,Carutapera,BR,78.8,few clouds,-1.195,-46.02,Lidera
380,Channel-Port Aux Basques,CA,32.23,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
381,Santa Rosa,PH,83.08,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
382,Port Lincoln,AU,67.89,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
383,Czestochowa,PL,36.18,overcast clouds,50.7965,19.1241,Hotel Mercure Czestochowa Centrum
384,Tongchuan,CN,39.47,clear sky,35.0806,109.0897,Tongchuan Hotel
385,Hwange,ZW,74.16,overcast clouds,-18.3693,26.5019,Hwange Colliery Guest House
386,Bambous Virieux,MU,77.25,light rain,-20.3428,57.7575,Casa Tia Villa
387,Along,IN,59.52,overcast clouds,28.1667,94.7667,Hotel West
389,Laguna,US,61.0,broken clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
390,Hofn,IS,41.94,light rain,64.2539,-15.2082,Hótel Höfn
391,Ilulissat,GL,23.43,overcast clouds,69.2167,-51.1,Hotel Arctic
392,Fukue,JP,53.96,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
393,Ulsteinvik,NO,37.31,light rain,62.3432,5.8487,Quality Hotel Ulstein
394,Banda Aceh,ID,78.33,overcast clouds,5.5577,95.3222,Sulthan Hotel International
395,San Policarpo,PH,80.24,broken clouds,12.1791,125.5072,Agapita M. Nicart
397,Palmas De Monte Alto,BR,70.63,clear sky,-14.2672,-43.1619,RAVENA AUTO POSTO LTDA
398,Cholet,FR,44.13,light rain,47.1667,-1.0,Chateau De La Moriniere
400,Portland,US,43.34,scattered clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
401,Caravelas,BR,74.03,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
402,Pindiga,NG,72.23,broken clouds,9.9833,10.9333,Accommodation Center
403,Bonthe,SL,79.97,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
404,Pathein,MM,68.02,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
405,Cetraro,IT,52.34,light rain,39.5166,15.9416,Hotel Carruba RISTORANTE
406,Sambava,MG,74.7,light rain,-14.2667,50.1667,Melrose
407,Sterling,US,49.26,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
409,Jaragua,BR,73.62,clear sky,-15.7569,-49.3344,Danbury Hotel
410,Matay,EG,56.21,clear sky,28.419,30.7792,Nag Aespen
411,Mount Isa,AU,82.17,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
412,Huarmey,PE,66.54,overcast clouds,-10.0681,-78.1522,Hotel Miramar
413,Pascagoula,US,68.04,overcast clouds,30.3658,-88.5561,Regency Inn
414,Nome,US,31.1,snow,64.5011,-165.4064,Dredge 7 Inn
415,Victoria,HK,67.24,overcast clouds,22.2855,114.1577,Mini Hotel Central
419,Peniche,PT,54.09,few clouds,39.3558,-9.3811,Hotel Star inn Peniche
421,Wagrowiec,PL,33.33,overcast clouds,52.8084,17.1996,Hotel Pietrak
422,Qom,IR,45.34,clear sky,34.6401,50.8764,Qom Hotel
423,Severo-Kurilsk,RU,32.56,light snow,50.6789,156.125,Kak Doma
424,Nishihara,JP,72.68,few clouds,26.1842,127.7558,Minshuku Agaihama
425,Santa Cruz De Tenerife,ES,66.72,scattered clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
427,Salalah,OM,70.34,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
428,Cordoba,AR,70.65,overcast clouds,-31.4135,-64.1811,Hotel Sussex
430,Ondjiva,AO,71.11,few clouds,-17.0667,15.7333,COMBUESA
431,Lasa,IT,23.68,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
433,Belle Fourche,US,25.09,overcast clouds,44.6714,-103.8522,Kings Inn
434,Faya,SA,53.71,clear sky,18.3851,42.4509,املاك خالد الشعشوع
436,Acapulco,MX,78.91,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
437,Jiwani,PK,73.85,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
438,Hervey Bay,AU,78.91,light rain,-25.2986,152.8535,Shelly Bay Resort
439,Yarada,IN,77.32,mist,17.65,83.2667,Vishranti
440,Mbandaka,CD,71.87,overcast clouds,0.0487,18.2603,Guest House Epervier
442,Kavieng,PG,83.5,light rain,-2.5744,150.7967,Nusa Island Retreat
443,Chipata,ZM,71.46,scattered clouds,-13.6333,32.65,Protea Hotel by Marriott Chipata
444,La Paz,BO,49.98,fog,-16.5,-68.15,Hotel Sagarnaga
446,Cidreira,BR,69.48,broken clouds,-30.1811,-50.2056,Hotel Castelo
447,Havelock,US,58.95,scattered clouds,34.8791,-76.9013,Sherwood Motel
449,Ivanivka,UA,36.52,overcast clouds,46.7208,34.553,Спорт Лото
451,Conde,BR,80.06,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
452,Pitimbu,BR,81.19,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
453,Pecos,US,71.87,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
454,Ayan,RU,23.86,overcast clouds,56.45,138.1667,Gostinitsa
455,Vila Velha,BR,76.95,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
456,Awash,ET,65.25,clear sky,8.9833,40.1667,Kediga hotel
458,Samarai,PG,84.07,overcast clouds,-10.6167,150.6667,Nuli Sapi
459,Ruidoso,US,52.9,clear sky,33.3317,-105.673,Inn of the Mountain Gods
460,Lagoa,PT,63.1,overcast clouds,39.05,-27.9833,Casa Das Faias
461,Red Wing,US,37.89,overcast clouds,44.5625,-92.5338,"St. James Hotel, 1875 - A Historic Hotel of America"
462,Marshall,US,67.95,clear sky,34.3834,-86.3333,Riverview Campground
463,Ravar,IR,50.25,overcast clouds,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
464,Requena,ES,43.88,few clouds,39.4883,-1.1004,Hotel Avenida
465,Stornoway,GB,42.76,broken clouds,58.2093,-6.3865,Caladh Inn
466,Manzanillo,CU,78.37,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
467,Grindavik,IS,37.35,scattered clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
468,Vangaindrano,MG,75.02,light rain,-23.35,47.6,Hotel Fanilo
469,Port Macquarie,AU,72.9,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
471,Kohlu,PK,44.47,clear sky,29.8962,69.252,B &R Rest House
472,Lakota,CI,73.18,overcast clouds,5.8528,-5.6883,Aziz bah divers
473,Port Blair,IN,79.18,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
474,Rantepao,ID,76.98,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
475,Rio Gallegos,AR,57.25,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
476,Morehead,US,66.15,overcast clouds,37.2711,-87.1764,CCI Express Inn
477,Paamiut,GL,25.43,light snow,61.994,-49.6678,Pistut
478,Labuhan,ID,80.04,light rain,-6.8844,112.2051,PT PPI Lamongan Tambak C
479,Mao,ES,45.16,few clouds,39.8885,4.2658,ARTIEM Capri
480,Saint-Pierre,RE,76.64,clear sky,-21.3393,55.4781,Lindsey Hôtel
481,Xining,CN,25.18,scattered clouds,36.6167,101.7667,Super Leisure Hotel
483,Nelson Bay,AU,71.78,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
484,Dingle,PH,79.43,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
485,Les Cayes,HT,76.46,scattered clouds,18.2,-73.75,Villa Orphee
486,Champerico,GT,86.54,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
487,Komsomolskiy,UZ,36.82,mist,40.4272,71.7189,Ikathouse
488,Praia Da Vitoria,PT,59.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
489,Miranda De Ebro,ES,47.98,overcast clouds,42.6865,-2.947,Hospedería El Convento
490,Honningsvag,NO,32.38,light snow,70.9821,25.9704,Nordkapp Vandrerhjem
494,Perama,GR,56.64,clear sky,37.9757,23.5828,Stis Kyra - Vasilikis
495,Zhezkazgan,KZ,31.26,overcast clouds,47.8043,67.7144,Hotel Zumrat
496,Faanui,PF,81.34,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
497,Olafsvik,IS,41.81,moderate rain,64.8945,-23.7142,Hotel Olafsvik
498,Takoradi,GH,80.28,broken clouds,4.8845,-1.7554,Raybow International Hotel
499,Amboasary,MG,76.84,clear sky,-25.0333,46.3833,DISCOVERY AMBOASARY
500,Makakilo City,US,73.62,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
501,Alyangula,AU,87.67,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
502,Liberal,US,56.44,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
503,Rong Kwang,TH,63.55,scattered clouds,18.339,100.3174,Rong Kwang Hotel
504,Ardakan,IR,46.78,overcast clouds,32.31,54.0175,Ardakan Hotel
505,Amarpatan,IN,59.95,clear sky,24.3167,80.9833,शेख अब्दुल रशीद रोड
507,Ruthin,GB,40.24,overcast clouds,53.1137,-3.3178,Lyons Woodlands Hall Hotel & Caravan Park
511,Tres Arroyos,AR,57.58,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
512,Batemans Bay,AU,70.2,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
514,Odweyne,SO,60.73,few clouds,9.4092,45.064,Eng Hiirey House
515,Galle,LK,77.02,scattered clouds,6.0367,80.217,Amangalla
516,Shuangyashan,CN,31.95,overcast clouds,46.6361,131.1539,Zhongxing Hotel
517,Korla,CN,29.08,overcast clouds,41.7597,86.1469,Gulisitan Hotel
518,Feijo,BR,72.59,moderate rain,-8.1642,-70.3536,Hotel e Restaurante Aҫai
521,Ponta Delgada,PT,63.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
522,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
524,Truth Or Consequences,US,62.15,clear sky,33.1284,-107.2528,Charles Motel
525,Antofagasta,CL,61.88,broken clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
526,Ucluelet,CA,41.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
528,Dholka,IN,64.78,clear sky,22.7167,72.4667,jalalpur godhaneshwer
